endDate,value_alex,value_james
2019-06-09,11,12.0
2019-06-10,16,12.0
2019-06-11,15,16.0
2019-06-12,14,12.0
2019-06-13,16,16.0
2019-06-14,14,17.0
2019-06-15,17,15.0
2019-06-16,13,15.0
2019-06-17,15,17.0
2019-06-18,12,16.0
2019-06-19,16,16.0
2019-06-20,11,17.0
2019-06-21,16,15.0
2019-06-22,14,17.0
2019-06-23,12,13.0
2019-06-24,16,4.0
2019-06-25,13,12.0
2019-06-26,14,17.0
2019-06-27,14,11.0
2019-06-28,16,13.0
2019-06-29,13,11.0
2019-06-30,15,11.0
2019-07-01,14,13.0
2019-07-02,14,0.0
2019-07-03,14,13.0
2019-07-04,14,16.0
2019-07-05,13,15.0
2019-07-06,16,12.0
2019-07-07,13,12.0
2019-07-08,12,17.0
2019-07-09,18,15.0
2019-07-10,18,17.0
2019-07-11,14,13.0
2019-07-12,14,16.0
2019-07-13,11,18.0
2019-07-14,11,13.0
2019-07-15,15,14.0
2019-07-16,14,16.0
2019-07-17,14,15.0
2019-07-18,14,15.0
2019-07-19,17,15.0
2019-07-20,11,15.0
2019-07-21,12,14.0
2019-07-22,13,14.0
2019-07-23,16,15.0
2019-07-24,13,13.0
2019-07-25,11,14.0
2019-07-26,13,18.0
2019-07-27,12,18.0
2019-07-28,12,14.0
2019-07-29,13,14.0
2019-07-30,11,17.0
2019-07-31,12,19.0
2019-08-01,13,14.0
2019-08-02,15,16.0
2019-08-03,12,13.0
2019-08-04,12,14.0
2019-08-05,12,14.0
2019-08-06,9,17.0
2019-08-07,12,14.0
2019-08-08,16,17.0
2019-08-09,16,14.0
2019-08-10,12,14.0
2019-08-11,14,12.0
2019-08-12,10,19.0
2019-08-13,13,19.0
2019-08-14,15,16.0
2019-08-15,13,13.0
2019-08-16,11,16.0
2019-08-17,15,12.0
2019-08-18,12,12.0
2019-08-19,14,16.0
2019-08-20,13,8.0
2019-08-21,15,15.0
2019-08-22,11,17.0
2019-08-23,10,15.0
2019-08-24,12,14.0
2019-08-25,8,12.0
2019-08-26,13,11.0
2019-08-27,15,13.0
2019-08-28,16,13.0
2019-08-29,10,14.0
2019-08-30,16,13.0
2019-08-31,11,10.0
2019-09-01,8,13.0
2019-09-02,13,12.0
2019-09-03,14,12.0
2019-09-04,13,15.0
2019-09-05,13,13.0
2019-09-06,16,15.0
2019-09-07,12,15.0
2019-09-08,11,10.0
2019-09-09,9,12.0
2019-09-10,12,14.0
2019-09-11,13,16.0
2019-09-12,15,15.0
2019-09-13,16,12.0
2019-09-14,17,12.0
2019-09-15,10,6.0
2019-09-16,14,17.0
2019-09-17,8,14.0
2019-09-18,8,13.0
2019-09-19,14,15.0
2019-09-20,15,16.0
2019-09-21,14,13.0
2019-09-22,12,12.0
2019-09-23,14,15.0
2019-09-24,14,17.0
2019-09-25,14,17.0
2019-09-26,16,15.0
2019-09-27,16,14.0
2019-09-28,13,19.0
2019-09-29,15,8.0
2019-09-30,12,15.0
2019-10-01,15,13.0
2019-10-02,14,12.0
2019-10-03,14,15.0
2019-10-04,16,15.0
2019-10-05,11,14.0
2019-10-06,16,10.0
2019-10-07,14,13.0
2019-10-08,14,18.0
2019-10-09,16,9.0
2019-10-10,11,6.0
2019-10-11,15,18.0
2019-10-12,8,11.0
2019-10-13,7,12.0
2019-10-14,15,20.0
2019-10-15,17,16.0
2019-10-16,17,18.0
2019-10-17,16,16.0
2019-10-18,18,16.0
2019-10-19,13,15.0
2019-10-20,19,17.0
2019-10-21,15,16.0
2019-10-22,17,11.0
2019-10-23,14,14.0
2019-10-24,11,19.0
2019-10-25,16,16.0
2019-10-26,9,9.0
2019-10-27,13,12.0
2019-10-28,12,12.0
2019-10-29,9,17.0
2019-10-30,12,12.0
2019-10-31,10,15.0
2019-11-01,15,12.0
2019-11-02,17,16.0
2019-11-03,9,13.0
2019-11-04,14,15.0
2019-11-05,13,18.0
2019-11-06,12,13.0
2019-11-07,14,16.0
2019-11-08,13,16.0
2019-11-09,17,16.0
2019-11-10,11,17.0
2019-11-11,12,16.0
2019-11-12,13,15.0
2019-11-13,13,19.0
2019-11-14,12,14.0
2019-11-15,13,10.0
2019-11-16,13,17.0
2019-11-17,12,11.0
2019-11-18,15,14.0
2019-11-19,14,17.0
2019-11-20,13,19.0
2019-11-21,14,18.0
2019-11-22,13,18.0
2019-11-23,13,14.0
2019-11-24,12,11.0
2019-11-25,12,14.0
2019-11-26,13,19.0
2019-11-27,12,15.0
2019-11-28,15,15.0
2019-11-29,12,11.0
2019-11-30,9,13.0
2019-12-01,11,12.0
2019-12-02,16,18.0
2019-12-03,15,17.0
2019-12-04,18,18.0
2019-12-05,15,14.0
2019-12-06,14,16.0
2019-12-07,11,16.0
2019-12-08,11,9.0
2019-12-09,14,11.0
2019-12-10,17,17.0
2019-12-11,15,18.0
2019-12-12,11,16.0
2019-12-13,12,16.0
2019-12-14,19,10.0
2019-12-15,11,10.0
2019-12-16,14,17.0
2019-12-17,16,14.0
2019-12-18,13,17.0
2019-12-19,15,16.0
2019-12-20,8,18.0
2019-12-21,11,14.0
2019-12-22,11,16.0
2019-12-23,11,12.0
2019-12-24,13,15.0
2019-12-25,13,12.0
2019-12-26,11,10.0
2019-12-27,12,
2019-12-28,12,
2019-12-29,8,
2019-12-30,7,
2019-12-31,9,
2020-01-02,2,
