endDate,stand_alex,stand_james,exercise_alex,exercise_james,activeEnergy_alex,activeEnergy_james
2017-04-07,15.0,,47.0,,659.6000000000003,
2017-04-08,10.0,,32.0,,526.3779999999997,
2017-04-09,15.0,,58.0,,582.7330000000004,
2017-04-10,15.0,,26.0,,457.09399999999977,
2017-04-11,9.0,,78.0,,756.9549999999997,
2017-04-12,16.0,,31.0,,554.9559999999999,
2017-04-13,16.0,,31.0,,449.90099999999984,
2017-04-14,15.0,,68.0,,619.5799999999991,
2017-04-15,11.0,,60.0,,512.1839999999997,
2017-04-16,15.0,,25.0,,501.3679999999995,
2017-04-17,14.0,,159.0,,1251.9249999999993,
2017-04-18,13.0,,27.0,,397.2289999999994,
2017-04-19,17.0,,31.0,,471.40900000000016,
2017-04-20,15.0,,24.0,,389.9039999999997,
2017-04-21,17.0,,57.0,,679.5129999999995,
2017-04-22,13.0,,109.0,,723.2460000000018,
2017-04-23,12.0,,120.0,,754.2880000000009,
2017-04-24,15.0,,176.0,,1208.936999999999,
2017-04-25,15.0,,17.0,,391.9099999999993,
2017-04-26,18.0,,23.0,,520.2199999999993,
2017-04-27,17.0,,30.0,,533.9569999999986,
2017-04-28,18.0,,33.0,,527.3899999999987,
2017-04-29,11.0,,41.0,,398.01499999999913,
2017-04-30,13.0,,18.0,,306.68499999999943,
2017-05-01,15.0,,30.0,,448.7259999999997,
2017-05-02,17.0,,112.0,,845.1089999999997,
2017-05-03,17.0,,47.0,,593.8379999999985,
2017-05-04,17.0,,66.0,,734.6620000000012,
2017-05-05,17.0,,101.0,,895.8420000000016,
2017-05-06,13.0,,131.0,,854.7759999999997,
2017-05-07,13.0,,11.0,,288.2329999999992,
2017-05-08,15.0,,126.0,,1016.9019999999997,
2017-05-09,14.0,,32.0,,455.6499999999997,
2017-05-10,16.0,,39.0,,624.1200000000017,
2017-05-11,17.0,,102.0,,758.9559999999989,
2017-05-12,14.0,,43.0,,551.5520000000001,
2017-05-13,15.0,,102.0,,771.1740000000017,
2017-05-14,14.0,,44.0,,435.05499999999887,
2017-05-15,15.0,,36.0,,410.7859999999993,
2017-05-16,16.0,,41.0,,512.9609999999989,
2017-05-17,15.0,,29.0,,444.901999999999,
2017-05-18,15.0,,40.0,,508.1199999999992,
2017-05-19,16.0,,56.0,,590.6680000000002,
2017-05-20,10.0,,24.0,,326.9149999999997,
2017-05-21,13.0,,33.0,,437.50399999999917,
2017-05-22,13.0,,62.0,,548.5889999999993,
2017-05-23,11.0,,11.0,,332.19799999999884,
2017-05-24,14.0,,13.0,,373.80499999999984,
2017-05-25,15.0,,89.0,,725.260000000001,
2017-05-26,16.0,,88.0,,714.957000000001,
2017-05-27,7.0,,12.0,,180.31699999999992,
2017-05-28,8.0,,17.0,,319.2589999999996,
2017-05-29,10.0,,19.0,,424.6059999999987,
2017-05-30,13.0,,9.0,,249.52399999999926,
2017-05-31,15.0,,38.0,,523.4319999999997,
2017-06-01,11.0,,48.0,,490.7599999999998,
2017-06-02,15.0,,56.0,,677.8430000000006,
2017-06-03,4.0,,3.0,,21.525999999999986,
2017-06-04,7.0,,87.0,,523.8379999999994,
2017-06-05,15.0,,45.0,,450.1989999999996,
2017-06-06,14.0,,45.0,,464.23000000000013,
2017-06-07,13.0,,32.0,,479.84999999999945,
2017-06-08,11.0,,45.0,,397.06199999999944,
2017-06-09,15.0,,28.0,,467.00199999999876,
2017-06-10,14.0,,79.0,,698.0739999999997,
2017-06-11,10.0,,4.0,,228.77899999999968,
2017-06-12,14.0,,11.0,,312.5780000000001,
2017-06-13,15.0,,57.0,,511.309,
2017-06-14,16.0,,93.0,,712.5579999999997,
2017-06-15,14.0,,68.0,,645.054000000001,
2017-06-16,14.0,,39.0,,505.29299999999853,
2017-06-17,10.0,,76.0,,570.132000000001,
2017-06-18,14.0,,66.0,,541.8699999999997,
2017-06-19,9.0,,23.0,,273.86499999999995,
2017-06-20,14.0,,140.0,,1168.823,
2017-06-21,15.0,,51.0,,528.6880000000003,
2017-06-22,14.0,,61.0,,593.6530000000008,
2017-06-23,18.0,,80.0,,772.0919999999987,
2017-06-24,13.0,,100.0,,735.6480000000003,
2017-06-25,10.0,,63.0,,498.7399999999996,
2017-06-26,10.0,,20.0,,366.3459999999996,
2017-06-27,13.0,,72.0,,528.3899999999994,
2017-06-28,15.0,,45.0,,470.6930000000008,
2017-06-29,16.0,,69.0,,552.916999999999,
2017-06-30,14.0,,62.0,,637.4029999999975,
2017-07-01,11.0,,72.0,,588.6610000000002,
2017-07-02,9.0,,71.0,,487.49499999999983,
2017-07-03,13.0,,65.0,,607.0390000000001,
2017-07-04,17.0,,46.0,,495.12400000000036,
2017-07-05,13.0,,31.0,,367.16999999999985,
2017-07-06,14.0,,120.0,,873.2919999999998,
2017-07-07,13.0,,54.0,,610.7450000000006,
2017-07-08,12.0,,159.0,,1230.2709999999995,
2017-07-09,11.0,,40.0,,462.1100000000001,
2017-07-10,13.0,,77.0,,763.4070000000007,
2017-07-11,15.0,,92.0,,991.4600000000003,
2017-07-12,13.0,,26.0,,500.5449999999999,
2017-07-13,16.0,,86.0,,742.7820000000003,
2017-07-14,12.0,,51.0,,617.307,
2017-07-15,16.0,,141.0,,1477.5950000000007,
2017-07-16,15.0,,13.0,,259.5530000000003,
2017-07-17,15.0,,48.0,,513.3779999999998,
2017-07-18,13.0,,66.0,,615.388,
2017-07-19,13.0,,39.0,,677.7740000000008,
2017-07-20,14.0,,76.0,,779.2109999999989,
2017-07-21,16.0,,55.0,,649.4820000000016,
2017-07-22,12.0,,42.0,,520.2210000000006,
2017-07-23,13.0,,56.0,,512.9179999999997,
2017-07-24,16.0,,112.0,,905.4480000000003,
2017-07-25,18.0,,136.0,,1018.3520000000003,
2017-07-26,14.0,,44.0,,553.1260000000005,
2017-07-27,15.0,,86.0,,1293.5560000000028,
2017-07-28,17.0,,87.0,,860.0749999999991,
2017-07-29,7.0,,57.0,,349.98500000000024,
2017-07-30,6.0,,10.0,,217.84999999999994,
2017-07-31,13.0,,24.0,,486.696,
2017-08-01,15.0,,95.0,,949.6270000000006,
2017-08-02,15.0,,61.0,,716.7810000000011,
2017-08-03,16.0,,49.0,,655.539999999998,
2017-08-04,16.0,,45.0,,697.7300000000017,
2017-08-05,12.0,,138.0,,1086.7750000000003,
2017-08-06,15.0,,55.0,,582.8399999999996,
2017-08-07,16.0,,38.0,,483.35199999999975,
2017-08-08,17.0,,91.0,,859.3439999999996,
2017-08-09,13.0,,66.0,,755.1450000000003,
2017-08-10,15.0,,71.0,,1663.7190000000014,
2017-08-11,15.0,,34.0,,522.6599999999999,
2017-08-12,11.0,,91.0,,761.6459999999995,
2017-08-13,14.0,,35.0,,506.09800000000064,
2017-08-14,17.0,,44.0,,553.9390000000005,
2017-08-15,16.0,,34.0,,363.9759999999995,
2017-08-16,15.0,,49.0,,642.8310000000002,
2017-08-17,14.0,,65.0,,1142.8070000000002,
2017-08-18,16.0,,121.0,,1024.1509999999996,
2017-08-19,10.0,,55.0,,499.84500000000014,
2017-08-20,15.0,,45.0,,531.5589999999992,
2017-08-21,16.0,,103.0,,890.9060000000007,
2017-08-22,15.0,,93.0,,846.3709999999996,
2017-08-23,13.0,,30.0,,456.65500000000037,
2017-08-24,16.0,,185.0,,1398.005000000001,
2017-08-25,16.0,,74.0,,740.9580000000017,
2017-08-26,14.0,,60.0,,582.4389999999999,
2017-08-27,15.0,,38.0,,455.686,
2017-08-28,18.0,,60.0,,668.7779999999998,
2017-08-29,11.0,,94.0,,807.8240000000303,
2017-08-30,17.0,,42.0,,573.7050000000005,
2017-08-31,17.0,,35.0,,562.1779999999994,
2017-09-01,15.0,,71.0,,654.0599999999997,
2017-09-02,14.0,,148.0,,1169.0060000000005,
2017-09-03,13.0,,149.0,,1082.2159999999994,
2017-09-04,11.0,,143.0,,1094.4899999999998,
2017-09-05,13.0,,53.0,,570.0619999999998,
2017-09-06,15.0,,42.0,,566.5379999999998,
2017-09-07,15.0,,199.0,,1267.622999999999,
2017-09-08,18.0,,91.0,,913.8400000000007,
2017-09-09,13.0,,179.0,,1123.3979999999997,
2017-09-10,17.0,,100.0,,857.9220000000007,
2017-09-11,15.0,,193.0,,1532.2329999999995,
2017-09-12,12.0,,57.0,,553.886,
2017-09-13,15.0,,81.0,,709.6939999999997,
2017-09-14,13.0,,44.0,,471.01300000000015,
2017-09-15,12.0,,115.0,,1073.1300000000006,
2017-09-16,11.0,,111.0,,982.0869999999994,
2017-09-17,11.0,,52.0,,508.7270000000007,
2017-09-18,13.0,,46.0,,552.2960000000015,
2017-09-19,14.0,,77.0,,634.7070000000002,
2017-09-20,17.0,,119.0,,1033.9309999999996,
2017-09-21,15.0,,27.0,,490.55600000000084,
2017-09-22,14.0,,30.0,,554.0770000000006,
2017-09-23,12.0,,96.0,,872.4640000000003,
2017-09-24,13.0,,15.0,,392.40700000000055,
2017-09-25,11.0,,79.0,,808.4000000000008,
2017-09-26,15.0,,53.0,,701.3929999999997,
2017-09-27,15.0,,99.0,,938.5760000000013,
2017-09-28,16.0,,58.0,,648.3859999999999,
2017-09-29,15.0,,188.0,,1442.3310000000006,
2017-09-30,13.0,,37.0,,630.2009999999989,
2017-10-01,12.0,,27.0,,528.4410000000001,
2017-10-02,16.0,,51.0,,733.6209999999996,
2017-10-03,15.0,,106.0,,991.3440000000006,
2017-10-04,13.0,,47.0,,574.3340000000005,
2017-10-05,15.0,,38.0,,579.2780000000006,
2017-10-06,15.0,,35.0,,650.1459999999996,
2017-10-07,11.0,,16.0,,411.00299999999993,
2017-10-08,11.0,,53.0,,621.107,
2017-10-09,14.0,,32.0,,553.0039999999995,
2017-10-10,10.0,,10.0,,391.299,
2017-10-11,15.0,,93.0,,903.9530000000012,
2017-10-12,5.0,,12.0,,265.0129999999994,
2017-10-13,16.0,,46.0,,761.986000000001,
2017-10-14,11.0,,49.0,,614.424999999999,
2017-10-15,3.0,,2.0,,47.51400000000001,
2017-10-16,15.0,,46.0,,750.3230000000009,
2017-10-17,12.0,,47.0,,668.1079999999997,
2017-10-18,13.0,,31.0,,624.9930000000007,
2017-10-19,12.0,,29.0,,602.6809999999991,
2017-10-20,12.0,,31.0,,489.7419999999996,
2017-10-21,4.0,,17.0,,334.7110000000001,
2017-10-22,13.0,,48.0,,578.452,
2017-10-23,13.0,,25.0,,436.3449999999992,
2017-10-24,15.0,,80.0,,774.2869999999999,
2017-10-25,13.0,,27.0,,508.20100000000053,
2017-10-26,14.0,,55.0,,765.5820000000003,
2017-10-27,17.0,,60.0,,692.6709999999997,
2017-10-28,14.0,,60.0,,737.3909999999997,
2017-10-29,13.0,,26.0,,510.62000000000006,
2017-10-30,11.0,,20.0,,382.5119999999994,
2017-10-31,15.0,,97.0,,933.1089999999997,
2017-11-01,12.0,,81.0,,754.8940000000001,
2017-11-02,5.0,,9.0,,202.99399999999986,
2017-11-03,16.0,,43.0,,708.7969999999988,
2017-11-04,10.0,,17.0,,416.28200000000015,
2017-11-05,11.0,,30.0,,428.7230000000005,
2017-11-06,13.0,,103.0,,931.8810000000003,
2017-11-07,15.0,,31.0,,503.5939999999997,
2017-11-08,14.0,,35.0,,522.4140000000001,
2017-11-09,15.0,,132.0,,1109.3349999999994,
2017-11-10,12.0,,42.0,,565.5250000000004,
2017-11-11,13.0,,32.0,,584.7469999999997,
2017-11-12,11.0,,24.0,,358.7620000000006,
2017-11-13,14.0,,78.0,,807.6770000000004,
2017-11-14,14.0,,61.0,,719.465,
2017-11-15,12.0,,20.0,,563.4090000000008,
2017-11-16,11.0,,36.0,,562.2439999999996,
2017-11-17,14.0,,92.0,,912.3300000000007,
2017-11-18,12.0,,51.0,,597.4699999999992,
2017-11-19,8.0,,31.0,,387.5069999999996,
2017-11-20,8.0,,13.0,,448.7890000000006,
2017-11-21,12.0,,72.0,,804.2039999999997,
2017-11-22,16.0,,147.0,,1141.6319999999996,
2017-11-23,18.0,,112.0,,1153.4600000000028,
2017-11-24,16.0,,69.0,,841.2259999999997,
2017-11-25,11.0,,33.0,,536.0499999999995,
2017-11-26,10.0,,42.0,,573.0990000000005,
2017-11-27,16.0,,33.0,,555.4790000000007,
2017-11-28,12.0,,15.0,,382.8630000000005,
2017-11-29,15.0,,40.0,,579.6750000000002,
2017-11-30,15.0,,23.0,,471.58700000000107,
2017-12-01,15.0,,110.0,,914.2260000000003,
2017-12-02,12.0,,98.0,,959.8909999999997,
2017-12-03,8.0,,5.0,,282.1369999999995,
2017-12-04,13.0,,156.0,,1308.7609999999995,
2017-12-05,14.0,,175.0,,1298.1209999999996,
2017-12-06,14.0,,16.0,,453.9499999999993,
2017-12-07,13.0,,38.0,,576.2989999999992,
2017-12-08,15.0,,69.0,,776.331,
2017-12-09,17.0,,30.0,,653.5159999999986,
2017-12-10,7.0,,8.0,,245.8439999999995,
2017-12-11,16.0,,64.0,,960.6330000000003,
2017-12-12,14.0,,18.0,,473.9010000000005,
2017-12-13,16.0,,66.0,,922.5680000000008,
2017-12-14,12.0,,16.0,,483.40800000000013,
2017-12-15,11.0,,26.0,,547.445,
2017-12-16,11.0,,27.0,,424.28500000000014,
2017-12-17,6.0,,1.0,,260.3869999999995,
2017-12-18,15.0,,75.0,,1169.9930000000004,
2017-12-19,14.0,,21.0,,468.9230000000005,
2017-12-20,15.0,,35.0,,602.294,
2017-12-21,16.0,,18.0,,461.13400000000007,
2017-12-22,15.0,,96.0,,1180.3969999999995,
2017-12-23,8.0,,25.0,,431.0099999999995,
2017-12-24,15.0,,23.0,,445.58800000000053,
2017-12-25,13.0,,21.0,,393.02699999999993,
2017-12-26,14.0,,49.0,,707.9750000000005,
2017-12-27,12.0,,49.0,,551.7470000000003,
2017-12-28,15.0,,76.0,,967.023000000001,
2017-12-29,12.0,,39.0,,629.2590000000006,
2017-12-30,10.0,,14.0,,400.193,
2017-12-31,13.0,,27.0,,606.0450000000002,
2018-01-01,14.0,,12.0,,397.7449999999995,
2018-01-02,18.0,,81.0,,995.8100000000003,
2018-01-03,10.0,,82.0,,1046.9260000000002,
2018-01-04,13.0,,23.0,,505.1719999999997,
2018-01-05,13.0,,28.0,,567.2710000000002,
2018-01-06,6.0,,24.0,,474.562,
2018-01-07,12.0,,30.0,,380.07600000000014,
2018-01-08,15.0,,85.0,,943.1479999999997,
2018-01-09,15.0,,37.0,,610.4170000000005,
2018-01-10,17.0,,30.0,,520.4730000000002,
2018-01-11,12.0,,22.0,,489.2510000000008,
2018-01-12,15.0,,58.0,,742.7710000000004,
2018-01-13,13.0,,40.0,,572.8069999999997,
2018-01-14,8.0,,16.0,,432.1830000000006,
2018-01-15,12.0,,18.0,,321.6850000000001,
2018-01-16,16.0,,100.0,,1083.5320000000004,
2018-01-17,13.0,,81.0,,912.1400000000003,
2018-01-18,14.0,,22.0,,504.7719999999998,
2018-01-19,16.0,,62.0,,771.0920000000001,
2018-01-20,10.0,,62.0,,834.2060000000004,
2018-01-21,9.0,,43.0,,484.4819999999999,
2018-01-22,14.0,,42.0,,562.5269999999998,
2018-01-23,14.0,,72.0,,926.453,
2018-01-24,13.0,,42.0,,559.3609999999999,
2018-01-25,14.0,,100.0,,1324.56,
2018-01-26,15.0,,67.0,,750.0730000000012,
2018-01-27,17.0,,36.0,,615.6040000000004,
2018-01-28,9.0,,34.0,,589.694000000001,
2018-01-29,14.0,,33.0,,509.952,
2018-01-30,15.0,,29.0,,522.9299999999996,
2018-01-31,9.0,,65.0,,915.4270000000004,
2018-02-01,13.0,,34.0,,511.31900000000036,
2018-02-02,14.0,,102.0,,1203.5950000000016,
2018-02-03,14.0,,61.0,,772.3959999999995,
2018-02-04,12.0,,32.0,,632.4799999999993,
2018-02-05,12.0,,18.0,,425.6090000000002,
2018-02-06,16.0,,48.0,,630.8950000000012,
2018-02-07,13.0,,77.0,,990.9700000000012,
2018-02-08,13.0,,96.0,,1058.1299999999997,
2018-02-09,15.0,,40.0,,689.1570000000014,
2018-02-10,8.0,,86.0,,1112.8050000000007,
2018-02-11,13.0,,61.0,,712.1129999999994,
2018-02-12,16.0,,96.0,,1041.4879999999996,
2018-02-13,12.0,,43.0,,550.9219999999996,
2018-02-14,15.0,,119.0,,1190.4750000000004,
2018-02-15,15.0,,81.0,,775.3500000000003,
2018-02-16,15.0,,74.0,,828.9320000000008,
2018-02-17,10.0,,66.0,,1195.6920000000007,
2018-02-18,14.0,,46.0,,571.08,
2018-02-19,15.0,,104.0,,1096.5000000000011,
2018-02-20,15.0,,93.0,,1042.3200000000004,
2018-02-21,17.0,,78.0,,951.711999999999,
2018-02-22,13.0,,95.0,,1310.2780000000007,
2018-02-23,11.0,,58.0,,776.0900000000012,
2018-02-24,11.0,,31.0,,565.4379999999994,
2018-02-25,10.0,,65.0,,580.856000000001,
2018-02-26,16.0,,40.0,,561.7760000000005,
2018-02-27,12.0,,98.0,,1091.816,
2018-02-28,13.0,,31.0,,632.2940000000021,
2018-03-01,13.0,,35.0,,552.2540000000007,
2018-03-02,16.0,,50.0,,632.0890000000004,
2018-03-03,15.0,,59.0,,698.9059999999993,
2018-03-04,13.0,,25.0,,406.6569999999999,
2018-03-05,13.0,,86.0,,1202.2220000000004,
2018-03-06,10.0,,60.0,,625.0309999999997,
2018-03-07,15.0,,101.0,,1156.138,
2018-03-08,14.0,,63.0,,702.0829999999997,
2018-03-09,12.0,,40.0,,620.0009999999997,
2018-03-10,12.0,,27.0,,517.7300000000004,
2018-03-11,13.0,,21.0,,433.4730000000001,
2018-03-12,14.0,,88.0,,1010.645,
2018-03-13,13.0,,34.0,,520.5669999999999,
2018-03-14,13.0,,161.0,,1411.9499999999994,
2018-03-15,15.0,,42.0,,686.9749999999998,
2018-03-16,15.0,,40.0,,665.8039999999999,
2018-03-17,15.0,,65.0,,801.0670000000008,
2018-03-18,11.0,,14.0,,376.20499999999925,
2018-03-19,15.0,,55.0,,641.4310000000005,
2018-03-20,11.0,,32.0,,456.21099999999984,
2018-03-21,17.0,,195.0,,1646.9110000000005,
2018-03-22,16.0,,90.0,,1113.6019999999996,
2018-03-23,15.0,,97.0,,1149.3180000000002,
2018-03-24,12.0,,130.0,,1682.5049999999994,
2018-03-25,14.0,,84.0,,720.8989999999997,
2018-03-26,10.0,,26.0,,385.1449999999994,
2018-03-27,15.0,,38.0,,505.4799999999997,
2018-03-28,11.0,,31.0,,485.91499999999985,
2018-03-29,14.0,,51.0,,617.6670000000009,
2018-03-30,12.0,,30.0,,526.8289999999997,
2018-03-31,12.0,,14.0,,366.5140000000002,
2018-04-01,11.0,,21.0,,352.6300000000003,
2018-04-02,15.0,,78.0,,863.2839999999994,
2018-04-03,12.0,,32.0,,507.98999999999984,
2018-04-04,13.0,,13.0,,404.2139999999995,
2018-04-05,13.0,,92.0,,848.3509999999997,
2018-04-06,15.0,,49.0,,686.2080000000002,
2018-04-07,13.0,,37.0,,700.8969999999997,
2018-04-08,13.0,,26.0,,417.8799999999993,
2018-04-09,12.0,,69.0,,1063.1540000000002,
2018-04-10,13.0,,65.0,,614.5210000000009,
2018-04-11,15.0,,32.0,,530.0510000000002,
2018-04-12,13.0,,40.0,,654.2280000000007,
2018-04-13,10.0,,24.0,,547.283,
2018-04-14,9.0,,81.0,,1079.067,
2018-04-15,6.0,,4.0,,188.50299999999993,
2018-04-16,12.0,,57.0,,701.0240000000006,
2018-04-17,12.0,,73.0,,872.6900000000003,
2018-04-18,14.0,,54.0,,675.7489999999998,
2018-04-19,14.0,,68.0,,713.0690000000004,
2018-04-20,14.0,,60.0,,695.0449999999989,
2018-04-21,11.0,,145.0,,1072.5190000000011,
2018-04-22,12.0,,51.0,,538.4370000000004,
2018-04-23,14.0,,66.0,,732.0770000000001,
2018-04-24,15.0,,57.0,,708.5419999999996,
2018-04-25,16.0,,40.0,,648.4539999999996,
2018-04-26,15.0,,47.0,,656.8070000000001,
2018-04-27,14.0,,95.0,,1231.138,
2018-04-28,9.0,,91.0,,1131.3479999999995,
2018-04-29,10.0,,17.0,,422.96,
2018-04-30,16.0,,71.0,,750.4630000000003,
2018-05-01,15.0,,36.0,,574.6549999999999,
2018-05-02,14.0,,79.0,,969.7549999999997,
2018-05-03,14.0,,92.0,,707.6919999999999,
2018-05-04,15.0,,73.0,,776.2800000000008,
2018-05-05,9.0,,75.0,,544.1119999999996,
2018-05-06,15.0,,7.0,,348.20799999999986,
2018-05-07,12.0,,70.0,,680.0480000000006,
2018-05-08,13.0,,95.0,,813.5000000000003,
2018-05-09,15.0,,43.0,,623.9900000000006,
2018-05-10,14.0,,92.0,,1089.6989999999994,
2018-05-11,14.0,,48.0,,650.5820000000001,
2018-05-12,13.0,,80.0,,736.060000000001,
2018-05-13,14.0,,32.0,,526.7779999999998,
2018-05-14,14.0,,69.0,,702.4190000000012,
2018-05-15,12.0,,60.0,,629.7490000000001,
2018-05-16,16.0,,97.0,,1060.6820000000007,
2018-05-17,13.0,,63.0,,770.3380000000003,
2018-05-18,12.0,,100.0,,995.3530000000001,
2018-05-19,14.0,,41.0,,615.86,
2018-05-20,10.0,,45.0,,540.4760000000001,
2018-05-21,13.0,,64.0,,656.5510000000005,
2018-05-22,15.0,,80.0,,743.4079999999997,
2018-05-23,15.0,,60.0,,741.6350000000003,
2018-05-24,10.0,,99.0,,984.145,
2018-05-25,14.0,,68.0,,861.8009999999997,
2018-05-26,9.0,,19.0,,311.8139999999999,
2018-05-27,15.0,,151.0,,1177.3210000000004,
2018-05-28,9.0,,50.0,,440.51600000000036,
2018-05-29,12.0,,49.0,,659.6070000000009,
2018-05-30,14.0,,83.0,,1023.8499999999997,
2018-05-31,13.0,,94.0,,1070.741,
2018-06-01,16.0,,75.0,,846.9139999999996,
2018-06-02,15.0,,55.0,,743.6559999999997,
2018-06-03,8.0,,27.0,,369.7839999999998,
2018-06-04,16.0,,121.0,,1301.0830000000014,
2018-06-05,13.0,,89.0,,1011.7190000000003,
2018-06-06,12.0,,56.0,,750.5099999999996,
2018-06-07,16.0,,39.0,,758.8560000000003,
2018-06-08,14.0,,56.0,,771.0059999999999,
2018-06-09,12.0,,30.0,,563.4039999999998,
2018-06-10,14.0,,13.0,,542.4019999999991,
2018-06-11,14.0,,18.0,,515.6729999999997,
2018-06-12,12.0,,46.0,,642.9429999999992,
2018-06-13,16.0,,89.0,,929.6980000000008,
2018-06-14,15.0,,83.0,,864.4090000000001,
2018-06-15,15.0,,100.0,,864.9520000000005,
2018-06-16,12.0,,67.0,,661.1839999999985,
2018-06-17,14.0,,26.0,,438.3909999999997,
2018-06-18,14.0,,65.0,,783.4750000000008,
2018-06-19,13.0,,72.0,,725.6029999999995,
2018-06-20,14.0,,105.0,,1069.506,
2018-06-21,16.0,,80.0,,866.1899999999998,
2018-06-22,16.0,,90.0,,993.3579999999968,
2018-06-23,10.0,,34.0,,547.7119999999994,
2018-06-24,16.0,,70.0,,819.9460000000005,
2018-06-25,13.0,,56.0,,712.2309999999986,
2018-06-26,14.0,,51.0,,708.384999999999,
2018-06-27,15.0,,51.0,,689.893,
2018-06-28,14.0,,151.0,,1357.1769999999988,
2018-06-29,16.0,,83.0,,939.2179999999993,
2018-06-30,12.0,,65.0,,777.0679999999999,
2018-07-01,15.0,,53.0,,613.4130000000008,
2018-07-02,11.0,,106.0,,1078.4150000000004,
2018-07-03,13.0,,58.0,,586.3869999999997,
2018-07-04,16.0,,92.0,,878.3339999999984,
2018-07-05,16.0,,77.0,,927.9260000000003,
2018-07-06,11.0,,56.0,,670.138,
2018-07-07,8.0,,6.0,,204.64599999999984,
2018-07-08,13.0,,28.0,,402.2309999999996,
2018-07-09,14.0,,87.0,,1160.9759999999994,
2018-07-10,14.0,,32.0,,488.07500000000033,
2018-07-11,14.0,,27.0,,590.954999999999,
2018-07-12,11.0,,17.0,,342.535,
2018-07-13,12.0,,38.0,,533.1839999999997,
2018-07-14,9.0,,75.0,,719.4210000000003,
2018-07-15,15.0,,32.0,,469.5469999999994,
2018-07-16,13.0,,98.0,,1026.2010000000002,
2018-07-17,16.0,,57.0,,692.812,
2018-07-18,17.0,,43.0,,560.129,
2018-07-19,10.0,,63.0,,583.1339999999997,
2018-07-20,15.0,,49.0,,727.4069999999997,
2018-07-21,5.0,,17.0,,324.0619999999999,
2018-07-22,10.0,,30.0,,314.08299999999974,
2018-07-23,14.0,,137.0,,1452.976,
2018-07-24,13.0,,64.0,,607.8149999999998,
2018-07-25,15.0,,118.0,,895.7750000000002,
2018-07-26,12.0,,133.0,,1293.4840000000008,
2018-07-27,12.0,,58.0,,680.6869999999998,
2018-07-28,12.0,,36.0,,442.4149999999999,
2018-07-29,11.0,,12.0,,332.63,
2018-07-30,13.0,,126.0,,1192.8299999999995,
2018-07-31,11.0,,127.0,,1228.0029999999995,
2018-08-01,13.0,,104.0,,865.7209999999997,
2018-08-02,14.0,,67.0,,773.2030000000002,
2018-08-03,16.0,,108.0,,1178.5100000000011,
2018-08-04,14.0,,76.0,,780.47,
2018-08-05,8.0,,15.0,,362.2839999999996,
2018-08-06,15.0,,97.0,,883.7370000000003,
2018-08-07,13.0,,74.0,,659.3979999999996,
2018-08-08,13.0,,50.0,,636.8920000000003,
2018-08-09,11.0,,26.0,,357.6969999999996,
2018-08-10,15.0,,150.0,,1232.4799999999998,
2018-08-11,14.0,,207.0,,1634.6999999999996,
2018-08-12,7.0,,42.0,,395.10699999999963,
2018-08-13,14.0,,143.0,,1178.131999999999,
2018-08-14,15.0,,41.0,,498.23000000000013,
2018-08-15,15.0,,76.0,,684.3179999999992,
2018-08-16,10.0,,15.0,,396.28000000000014,
2018-08-17,11.0,,100.0,,1069.355,
2018-08-18,14.0,,89.0,,742.2029999999997,
2018-08-19,12.0,,22.0,,379.49,
2018-08-20,10.0,,130.0,,924.0159999999994,
2018-08-21,13.0,,106.0,,1087.4169999999997,
2018-08-22,13.0,,48.0,,534.9910000000003,
2018-08-23,14.0,,88.0,,865.3719999999997,
2018-08-24,15.0,,74.0,,736.1349999999994,
2018-08-25,16.0,,46.0,,679.6020000000005,
2018-08-26,10.0,,37.0,,383.6390000000002,
2018-08-27,12.0,,130.0,,1384.7890000000007,
2018-08-28,15.0,,105.0,,908.0250000000003,
2018-08-29,14.0,,36.0,,447.7029999999999,
2018-08-30,15.0,,128.0,,1022.643,
2018-08-31,13.0,,122.0,,875.8730000000003,
2018-09-01,4.0,,4.0,,97.47400000000002,
2018-09-02,8.0,,14.0,,309.1049999999999,
2018-09-03,6.0,,20.0,,198.02899999999974,
2018-09-04,12.0,,66.0,,536.1760000000005,
2018-09-05,12.0,,119.0,,1041.9639999999997,
2018-09-06,16.0,,75.0,,765.5369999999999,
2018-09-07,10.0,,60.0,,588.8909999999997,
2018-09-08,13.0,,68.0,,781.7299999999997,
2018-09-09,14.0,,93.0,,739.5690000000006,
2018-09-10,15.0,,96.0,,1231.9740000000015,
2018-09-11,15.0,,71.0,,712.0770000000009,
2018-09-12,11.0,,88.0,,724.5190000000001,
2018-09-13,11.0,,90.0,,840.8089999999997,
2018-09-14,14.0,,81.0,,734.1160000000003,
2018-09-15,17.0,,133.0,,1050.4659999999988,
2018-09-16,13.0,,56.0,,604.009999999999,
2018-09-17,11.0,,71.0,,893.1179999999998,
2018-09-18,11.0,,18.0,,418.99099999999993,
2018-09-19,14.0,,18.0,,376.8339999999995,
2018-09-20,13.0,,34.0,,498.101,
2018-09-21,15.0,,86.0,,1003.9769999999993,
2018-09-22,13.0,,99.0,,833.0460000000005,
2018-09-23,16.0,,129.0,,1154.2509999999995,
2018-09-24,12.0,,99.0,,879.6399999999995,
2018-09-25,13.0,,44.0,,603.3480000000002,2.8729999999999998
2018-09-26,15.0,,61.0,,782.3719999999997,
2018-09-27,16.0,,33.0,,586.0169999999998,
2018-09-28,15.0,,121.0,,1118.2030000000002,
